,rf_RMSE,rf_MSE,lr_RMSE,lr_MSE,hyperparams,Time
33,0.7038373436429106,0.4953870063063087,0.4223585844757097,0.17838677388032517,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",195.0647656917572
34,0.6956220714288107,0.4838900662589095,0.47774580153689966,0.22824105088613472,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 300}",195.6586673259735
35,0.7716024528179499,0.5953703451946766,0.4174564520963904,0.17426988939690585,"{'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 100}",195.14293026924133
36,0.7002080080276362,0.49029125450603017,0.5162208574263836,0.2664839736420306,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 300}",195.89300751686096
37,0.6754189052717527,0.4561906975984929,0.43555044419621153,0.18970418943951717,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 300}",195.68983030319214
38,0.6947672509026749,0.48270153292686035,0.4365584156165697,0.19058325024564962,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 100}",195.03357911109924
39,0.6269828311395346,0.3931074705437461,0.4453371298023542,0.19832515918059884,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 600}",196.43978834152222
40,0.6354679278106508,0.4038194872759625,0.42764889256366595,0.18288357531092989,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 1200}",198.17427396774292
41,0.7137159684333574,0.5093904835967652,0.48310242525254177,0.2333879532848877,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",195.26790118217468
42,0.7171693932296144,0.5143319385853332,0.3966486280736769,0.1573301341527301,"{'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 100}",195.37724566459656
43,0.5566488822628873,0.30985797812452176,0.4900907328803172,0.24018892645516643,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",195.3933880329132
44,0.734339638442282,0.5392547045875414,0.5311486067629576,0.282118842466231,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",195.42372059822083
45,0.633501525462217,0.401324182762956,0.6285592368962812,0.3950867142876354,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 300}",195.84599041938782
46,0.694461275541911,0.482276463227298,0.415494410212382,0.17263560491773516,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 300}",195.87724423408508
47,0.6363941383808319,0.4049974993654814,0.4525409085703278,0.20479327392965777,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 100}",195.1741259098053
48,0.7207188107029044,0.5194356041010091,0.4545575900792306,0.2066226026986378,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 100}",194.90845727920532
49,0.6200890853568877,0.3845104737787416,0.46566331431846913,0.21684232230206138,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 1200}",198.23671865463257
50,0.6609125734078298,0.4368054296885601,0.5864317031567087,0.343902142467278,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 1200}",197.95541858673096
51,0.5508523340194132,0.30343829389463517,0.42166101861280664,0.17779801461758965,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 600}",196.7365243434906
52,0.6652201293988427,0.442517820557413,0.4364960040981342,0.1905287615936384,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 600}",197.03352451324463
53,0.619862482875206,0.38422949767621495,0.47500301573123604,0.22562786495376885,"{'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 100}",195.37718987464905
54,0.6045230885746247,0.36544816461980345,0.3973036492259888,0.15785018968828757,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 1200}",198.0334436893463
55,0.6816561263864983,0.4646550746402457,0.5017262738168389,0.2517292538381296,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 300}",195.51784586906433
56,0.6148687681313552,0.37806360202337025,0.532334021614727,0.2833795105685086,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 300}",195.65836429595947
57,0.6830038364177152,0.46649424056131716,0.4003032144105248,0.16024266346739857,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",195.3772096633911
58,0.5949859488869907,0.3540082793729528,0.48032358847555323,0.2307107496460326,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 300}",196.1896529197693
59,0.6559133270562628,0.43022229261001604,0.3865480743789166,0.14941941380604842,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 600}",196.37693095207214
60,0.5856260462865224,0.342957866089184,0.4463549667927619,0.19923275638056753,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 100}",195.09575486183167
61,0.5134232889744944,0.26360347366138714,0.3814764115438381,0.14552425256436372,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",195.29900860786438
62,0.7290075455017508,0.5314520013984874,0.4504590807026289,0.20291338338745754,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 600}",196.8618323802948
63,0.5909889545685337,0.3492679444220085,0.38148838434496113,0.14553338739012878,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 300}",195.5487961769104
64,0.6711204424279031,0.45040264824462445,0.44249735495876624,0.19580390914550438,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 100}",194.9087085723877
65,0.6950614081352436,0.48311036107894767,0.4550466830904085,0.20706748379158268,"{'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 300}",195.81423258781433
66,0.6278074239538672,0.39414216157159077,0.4949447265832495,0.24497028237256763,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 1200}",198.04907608032227
67,0.7168718539405823,0.5139052549722075,0.45644266773584513,0.2083399089298151,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 300}",196.0666961669922
68,0.7174087102618857,0.5146752575596223,0.46703537299967957,0.21812203963294982,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",195.8748438358307
69,0.6576402953229823,0.43249075803249937,0.453438973671542,0.20560690284430136,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 300}",196.33951783180237
70,0.7000300633388259,0.4900420895781606,0.413506666629501,0.17098776334704127,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 600}",197.75871348381042
71,0.6580457214589973,0.4330241715304922,0.47396533131156415,0.22464313528528077,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 100}",196.29262804985046
72,0.6150987708816505,0.3783464979401172,0.3977862141702672,0.1582338721839137,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 1200}",198.82274508476257
73,0.6525851811872257,0.42586741870516426,0.43509356074829236,0.189306406604628,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",196.3146848678589
74,0.656169911817797,0.43055895317497556,0.4296312837311012,0.18458303996043401,"{'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 300}",197.32440543174744
75,0.6404167332426652,0.410133592217207,0.3407999695075836,0.11614461921636991,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 100}",196.2205457687378
76,0.6919818928395879,0.4788389400178589,0.38339429370621825,0.14699118444648995,"{'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 100}",196.72183394432068
77,0.7158083135007749,0.5123815416768236,0.49810142607573205,0.24810503065867798,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 600}",197.79462480545044
78,0.7120918653363913,0.5070748246782613,0.49021074022945216,0.24030656983630744,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 600}",197.68761730194092
79,0.7911973413773495,0.6259932330025861,0.3614734042763237,0.13066302199911456,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 300}",197.06328630447388
80,0.7127968611723027,0.5080793652970869,0.49151045362510215,0.2415825260227537,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 600}",198.11997365951538
81,0.7778649840104619,0.6050739333495961,0.46106777229095064,0.21258349064533993,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",196.58095741271973
82,0.7164914884965535,0.5133600530880069,0.4684266237421483,0.21942350183046816,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",197.081307888031
83,0.5249948628448514,0.2756196060134844,0.4134181928182892,0.17091460215314014,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 1200}",199.29860639572144
84,0.5998810909263979,0.3598573232510452,0.4822349513517496,0.2325505483052243,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 1200}",199.24808478355408
85,0.5917003234569082,0.3501092727790098,0.4291406892241067,0.18416173114774131,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 600}",198.13175582885742
86,0.5745011522359174,0.33005157392039663,0.4929385365825895,0.24298840084818493,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 600}",197.6874759197235
87,0.6727651162438321,0.45261290163457685,0.36286878023637764,0.13167375167023654,"{'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 100}",196.36596059799194
88,0.7169972394290746,0.5140850413489138,0.4052105674587542,0.1641956039802456,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 600}",197.69751858711243
89,0.5468076614561594,0.2989986186271539,0.34088041062679514,0.11619945434909247,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 300}",196.92151618003845
90,0.5736006697928818,0.3290177283868426,0.409914471869039,0.16802987424767318,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 600}",198.03355646133423
91,0.6627912212551873,0.4392922029729426,0.42236004018209,0.1783880035426167,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 100}",196.89380288124084
92,0.6218478748394303,0.38669477944231573,0.4365817860577166,0.1906036559173458,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 600}",197.99939727783203
93,0.5931089051447297,0.3517781733619799,0.6316294582640083,0.3989557725468845,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 300}",197.06686115264893
94,0.5966371294119364,0.35597586419291566,0.49061393571791356,0.24070203392062103,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 1200}",198.91653633117676
95,0.591696095545807,0.35010426948415285,0.39456040618453075,0.1556779141285019,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",196.55932188034058
96,0.6661278552159638,0.4437263194946201,0.43538329651671753,0.18955861488576398,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 1200}",198.95145273208618
97,0.5178509634550754,0.26816962035134984,0.4636925257550378,0.21501075844108636,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 600}",197.21391367912292
98,0.5994134591031103,0.35929649495395605,0.5031874324124792,0.2531975921378633,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 300}",197.02931761741638
99,0.7014696563082244,0.4920596787211785,0.5155248322102719,0.26576585262542896,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 100}",196.07184863090515
100,0.6099550943880113,0.3720452171698878,0.4214257834906511,0.1775996909907091,"{'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 100}",196.311176776886
101,0.740312772936134,0.5480630017723878,0.3993620104808304,0.1594900154152909,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 100}",196.05422496795654
102,0.6802576672578227,0.4627504938630545,0.47723788657796445,0.22775600038540209,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 600}",197.56877374649048
103,0.6118646900523429,0.3743783989328497,0.48605940594519637,0.2362537461077972,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 1200}",198.95371198654175
104,0.6949405985224983,0.4829424354748082,0.45424425034867866,0.20633783897483307,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 600}",197.80481696128845
105,0.7548603770728314,0.5698141888745372,0.39464209258941557,0.15574238124335285,"{'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 100}",196.26683974266052
106,0.6873184113349173,0.47240659855995465,0.4930041728180356,0.24305311441599553,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 600}",197.78454184532166
107,0.607871287947063,0.3695075027104212,0.4152822223855376,0.17245932422947108,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 300}",196.81794023513794
108,0.5957385610624202,0.35490443313672293,0.5069035860292052,0.25695124552926785,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 100}",196.3449583053589
109,0.6264074320965775,0.3923862709858283,0.4664345861624601,0.2175612231685454,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 100}",196.22745060920715
110,0.7068361667155543,0.4996173665771389,0.46694055127391343,0.21803347842398618,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 300}",196.854882478714
111,0.6491513419821878,0.4213974647972754,0.49501466953733575,0.24503952305715773,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 1200}",198.98612689971924
112,0.5483219524097579,0.3006569634944488,0.4661681169570033,0.21731271326723828,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 600}",197.53002977371216
113,0.7066390777080626,0.4993387861441013,0.5093226870567167,0.2594095995506741,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 300}",196.87312650680542
114,0.6881660230884313,0.4735724753333474,0.5758277400079485,0.3315775861626614,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",196.51880836486816
115,0.6853226166355992,0.4696670888722645,0.4380954445590906,0.19192761854342724,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 1200}",199.12635278701782
116,0.5197590881159229,0.2701495096790957,0.49018692540401143,0.24028322183703787,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 300}",197.04125261306763
117,0.7470065972428314,0.5580188563243136,0.5219719783821303,0.2724547462161551,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 300}",196.8636085987091
118,0.6433751714093449,0.41393161118600386,0.5253432890959457,0.2759855713981464,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 600}",197.61368107795715
119,0.6641029511858864,0.44103272977380376,0.45557580357980704,0.20754931280738692,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 300}",196.80358457565308
120,0.6248277966645078,0.3904097754846235,0.34347964116274643,0.11797826389328905,"{'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 100}",196.30632710456848
121,0.769271836118552,0.5917791578452083,0.46373970944614756,0.21505451811719736,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 600}",197.83265829086304
122,0.5817464321259623,0.33842891129128694,0.4311283356142124,0.18587164176948096,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 600}",197.7204554080963
123,0.5851474887019454,0.34239758353419336,0.48001260530997086,0.23041210125646588,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 300}",197.07720971107483
124,0.7397471559161367,0.547225854686013,0.4876720263290911,0.23782400526392172,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 300}",196.62319588661194
125,0.8154078784361461,0.6648900082157368,0.5223809121366841,0.27288181736475414,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",196.09095764160156
126,0.6450296858043358,0.41606329556884025,0.4088344936506966,0.16714564319862146,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",196.30857825279236
127,0.5947070172994952,0.353676436425262,0.5585796416406705,0.3120112160554199,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 300}",197.360506772995
128,0.6665993404470277,0.44435468068441236,0.4953462270297176,0.2453678846325765,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 1200}",198.66391897201538
129,0.6967247110182302,0.4854253229434364,0.38933294173971206,0.15158013952369803,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 1200}",199.16743850708008
130,0.7060673304432099,0.4985310751192009,0.4868045094528239,0.2369786304236045,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 100}",196.61475944519043
131,0.6387523195458336,0.4080045257251827,0.4083315637091444,0.16673466592115505,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",196.65577101707458
132,0.7977313214174128,0.6363752611703715,0.5645336152067952,0.3186982026984539,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 300}",196.38114404678345
133,0.7072459977722482,0.5001969013648628,0.5568138026682363,0.31004161084186166,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 300}",196.81272864341736
134,0.5968579560427363,0.35623941969151296,0.510620088416709,0.26073287469468776,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 100}",196.5638563632965
135,0.7493812006348698,0.561572183864959,0.42386985795449356,0.17966565648236255,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 100}",196.15241646766663
136,0.5965018900184799,0.3558145047956186,0.5115963537633517,0.2617308291839565,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 1200}",198.88975048065186
137,0.608908507944468,0.37076957104715824,0.4873931689202739,0.23755210111014663,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 100}",196.25294637680054
138,0.6595166236426093,0.4349621768609472,0.4789982930455669,0.2294393647405668,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 1200}",199.12583327293396
139,0.581762453764553,0.33844755261015375,0.3984812649250918,0.15878731849630118,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 100}",196.6176438331604
140,0.700456438997907,0.49063922293362855,0.43411110218467874,0.18845244903999658,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 300}",196.37915968894958
141,0.6082867286132254,0.3700127442069797,0.4804738743338001,0.23085514391733236,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 100}",196.28212451934814
142,0.7108169061384759,0.5052606740522748,0.46362945812498785,0.21495227444126988,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 300}",196.72622179985046
143,0.6179202579913085,0.38182544523604517,0.5440237299729831,0.29596181877371724,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 1200}",198.64443135261536
144,0.7201000265105657,0.5185440481805175,0.5008418365009842,0.25084254518967863,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 100}",196.11332511901855
145,0.7238472088602889,0.5239547817748307,0.3201784587150341,0.10251424542513479,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 300}",196.1234312057495
146,0.6148164186563169,0.37799922864937946,0.43444331346371995,0.18874099261333604,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 300}",196.8943202495575
147,0.6956385615158684,0.48391300826786665,0.4155653441834666,0.17269455528632302,"{'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",196.35148525238037
148,0.6797199789538865,0.46201924978907183,0.4454261212377026,0.1984044294808645,"{'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 1200}",198.84964680671692
149,0.7396312298065929,0.547054356105213,0.413593921172576,0.171059931630907,"{'max_depth': 48, 'max_features': 'sqrt', 'n_estimators': 600}",197.88811826705933
