,rf_RMSE,rf_MSE,lr_RMSE,lr_MSE,Time,Size,hyperparams
2879,0.9033877386866596,0.8161094064093962,2.1373014541714244,4.568057506003285,1.0936903953552246,30,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2880,1.0727467003345827,1.1507854830787352,1.6034047721796254,2.5709068634483967,1.124964952468872,35,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2881,0.8592084561715078,0.7382391711566259,0.7089849735535373,0.50265969272471,1.1093409061431885,40,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2882,0.7499523406712937,0.5624285132783521,1.5648182974548572,2.448656304049518,1.1262331008911133,45,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2883,0.7798504583008544,0.6081667373120527,1.6681351692543893,2.78267494290337,1.1249654293060303,50,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2884,1.0511116645775311,1.1048357314109485,0.9240290912794433,0.8538297615307138,1.1562142372131348,55,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2885,0.8658992251271566,0.7497814680758101,0.8100775171772839,0.6562255838361127,1.1562395095825195,60,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2886,0.6304388850502369,0.3974531877833858,1.1041962101922864,1.2192492706030078,1.1731092929840088,65,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2887,0.9851075078957044,0.9704368021124855,1.4197213769287973,2.0156087881086,1.1874382495880127,70,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2888,0.8004073677258373,0.6406519543098038,1.351097808217459,1.8254652873700212,1.2030878067016602,75,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2889,0.7203013601287818,0.518834049403373,1.5455151626233747,2.3886171178987565,1.1874430179595947,80,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2890,0.8079426827405706,0.6527713785940302,2.1135330788465314,4.467022075378499,1.2030885219573975,85,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2891,0.6966141315278994,0.48527124824436957,1.2649390901211865,1.6000709017166155,1.2356200218200684,90,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2892,0.6725032413810547,0.4522606096680251,0.8033731525116686,0.6454084221765367,1.249934196472168,95,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2893,0.7241825426781481,0.5244403551197878,1.1797489243303336,1.3918075244585792,1.2499608993530273,100,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2894,0.9068665941209758,0.8224070195325788,0.9431533385760168,0.8895382200670865,1.234363079071045,105,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2895,0.8261822301550046,0.682577077423897,0.8658939474807561,0.7497723282838064,1.249934434890747,110,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2896,0.7548874523674174,0.5698550657417699,0.8059946521853474,0.649627379351379,1.2812106609344482,115,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2897,0.6080290034270092,0.3696992690084419,1.007499488557515,1.0150552194436542,1.2968356609344482,120,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2898,0.8424295344399536,0.709687520496717,0.7493411590834658,0.561512172696552,1.0937421321868896,20,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2899,1.2503350077672275,1.563337631648273,2.371566398486693,5.624327182431145,1.087977409362793,25,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2900,0.8039371221132999,0.6463148963118149,1.6119946756015369,2.598526834167704,1.1093144416809082,30,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2901,0.4337860393694602,0.18817032795184288,2.0849018810622586,4.346815853656945,1.0937161445617676,35,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2902,0.9354263312242,0.8750224211475668,1.601012501525041,2.5632410300394692,1.109339952468872,40,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2903,0.6794118608989619,0.46160047673019033,1.251214451680917,1.5655376040951774,1.1249902248382568,45,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2904,1.0040380757297107,1.0080924575150203,1.4287747394020411,2.0413972559533704,1.140589952468872,50,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2905,0.7987180084168248,0.637950456969339,1.5209381729578801,2.313252925960455,1.1405644416809082,55,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2906,0.8033761942231082,0.6454133094444053,1.1532388327884933,1.3299598054513662,1.1562142372131348,60,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2907,0.629218022008064,0.39591531921974055,1.131327209862456,1.2799012557751699,1.1718659400939941,65,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2908,0.9346980585055843,0.8736604605741086,1.157696789536443,1.3402618565029871,1.1887426376342773,70,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2909,0.9461323092665451,0.8951663466380453,1.271667097827019,1.6171372076957933,1.2187082767486572,75,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2910,0.6208940023327949,0.3855093621328367,4.5918305488068585,21.084907788955892,1.2187135219573975,80,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2911,0.7828271467609577,0.612818341705902,2.5344264900157,6.4233176332933,1.2187120914459229,85,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2912,0.6775696949208349,0.4591006914751133,0.8945311790548822,0.8001860303013179,1.2186877727508545,90,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2913,0.8268892596714157,0.683745847759942,0.9390971774548996,0.8819035087037593,1.2343354225158691,95,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2914,0.6495083156680542,0.4218610521219528,0.8842723310178578,0.7819375554037559,1.2499852180480957,100,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2915,0.7241555472158614,0.5244012565635037,0.7148456768981195,0.5110043417799306,1.2343127727508545,105,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2916,0.5668850460541679,0.321358655439836,0.7014896104578195,0.49208767358026334,1.251267433166504,110,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2917,0.8220812435482703,0.6758175709938705,0.7033282652551622,0.4946706487068358,1.2499616146087646,115,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2918,0.8007353979840404,0.6411771775846595,0.7366772593789682,0.5426933844861076,1.2968347072601318,120,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2919,0.5899994198801505,0.34809931545891404,1.0866502529106954,1.1808087721508782,1.0780653953552246,20,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2920,1.249199284400596,1.5604988521469612,0.9502384676479791,0.9029531453979794,1.0937156677246094,25,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2921,0.4879570628450452,0.2381020951803634,2.2798791923842185,5.197849131866516,1.0937156677246094,30,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2922,0.8098774934677723,0.6559015544256415,1.6059763158350886,2.5791599270232446,1.1093661785125732,35,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2923,0.9305074838876012,0.8658441775708343,1.4645625635350197,2.144943502508269,1.109339714050293,40,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2924,0.8708680081494238,0.7584110876181448,1.5794536383328344,2.494673795642828,1.1249635219573975,45,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2925,1.098021795548834,1.2056518635002857,0.7016629234706722,0.4923308581734104,1.1249637603759766,50,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2926,0.8063604353525541,0.6502171517019605,1.4207446694439294,2.01851541575334,1.1562137603759766,55,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2927,0.7782013850730912,0.6055973957296775,1.1812444675303213,1.3953384920709924,1.1491153240203857,60,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2928,0.7085042664849572,0.5019782956273873,0.69876233524007,0.4882688011501561,1.1874890327453613,65,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2929,0.894876244731758,0.8008034933852132,1.7037575981690298,2.902789953318701,1.1718130111694336,70,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2930,0.6834038853160692,0.4670408704650991,1.0888161328812545,1.1855205712224897,1.203087568283081,75,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
