,Size,Method,MSE
1406,120,Random Forest,0.6289467033126872
1407,20,Random Forest,2.1012622349747527
1408,25,Random Forest,0.5284493868227106
1409,30,Random Forest,0.5765429869890976
1410,35,Random Forest,0.6533104488624005
1411,40,Random Forest,1.1248215342127867
1412,45,Random Forest,0.6771954677543524
1413,50,Random Forest,1.0946322438039682
1414,55,Random Forest,0.9088248248642306
1415,60,Random Forest,0.8596911106823937
1416,65,Random Forest,0.5268234369751891
1417,70,Random Forest,0.6484434825906514
1418,75,Random Forest,0.8990632816524202
1419,80,Random Forest,0.5308937524649686
1420,85,Random Forest,0.6635227102982955
1421,90,Random Forest,0.7293145495518298
1422,95,Random Forest,0.879996538775602
1423,100,Random Forest,0.35928933550802633
1424,105,Random Forest,0.7237550964880318
1425,110,Random Forest,0.4159228685810223
1426,115,Random Forest,0.4483742617259251
1427,120,Random Forest,0.5927937014219887
1428,20,Random Forest,0.8332508224219661
1429,25,Random Forest,0.7115725628750333
1430,30,Random Forest,1.3791276745420813
1431,35,Random Forest,0.8983582670409139
1432,40,Random Forest,0.7647938296686386
1433,45,Random Forest,0.6264139261263607
1434,50,Random Forest,0.7688096368744374
1435,55,Random Forest,0.4861813427020348
1436,60,Random Forest,0.5901861009140595
1437,65,Random Forest,0.6971882846271799
1438,70,Random Forest,0.6768586492602985
1439,75,Random Forest,0.6852293833986727
1440,80,Random Forest,0.5399073830877215
1441,85,Random Forest,0.7419370925996285
1442,90,Random Forest,0.4300131611866024
1443,95,Random Forest,0.5965608680946084
1444,100,Random Forest,0.5473382138852452
1445,105,Random Forest,0.47874182336128673
1446,110,Random Forest,0.5024798916401696
1447,115,Random Forest,0.61506387557594
1448,120,Random Forest,0.6080885065361609
1449,20,Random Forest,0.7792945146922509
1450,25,Random Forest,0.1468420025735289
1451,30,Random Forest,1.0814916047186462
1452,35,Random Forest,0.2740766837399314
1453,40,Random Forest,1.026732566618621
1454,45,Random Forest,0.5049620943580492
1455,50,Random Forest,0.7291463073006058
1456,55,Random Forest,0.40498397942606706
1457,60,Random Forest,0.7264397689662668
1458,65,Random Forest,0.5404880143620102
1459,70,Random Forest,0.6653548848058399
1460,75,Random Forest,0.669265059749424
1461,80,Random Forest,0.6203913183004592
1462,85,Random Forest,0.7858791541657829
1463,90,Random Forest,0.7629710992345514
1464,95,Random Forest,0.5653681806233041
1465,100,Random Forest,0.5015322238127163
1466,105,Random Forest,0.687899105369493
1467,110,Random Forest,0.7889567913689576
1468,115,Random Forest,0.62602288224445
1469,120,Random Forest,0.5447138404421789
1470,20,Random Forest,1.4420600253324134
1471,25,Random Forest,0.9170953555620157
1472,30,Random Forest,1.213291728460564
1473,35,Random Forest,0.6132971393693667
1474,40,Random Forest,0.37954054402139004
1475,45,Random Forest,0.6204437381003882
1476,50,Random Forest,0.8725763814100823
1477,55,Random Forest,0.4686199058741181
1478,60,Random Forest,0.8757816717152909
1479,65,Random Forest,0.7189414081671486
1480,70,Random Forest,0.8441659036044454
1481,75,Random Forest,0.8056606440231318
1482,80,Random Forest,0.41365130601329325
1483,85,Random Forest,0.6042129749491627
1484,90,Random Forest,0.4076046996460436
1485,95,Random Forest,0.7811041100139599
1486,100,Random Forest,0.3821929923405147
1487,105,Random Forest,0.45075514740185246
1488,110,Random Forest,0.5461827957939034
1489,115,Random Forest,0.46083169175766375
1490,120,Random Forest,0.44979273071346304
1491,20,Random Forest,0.8991891632242276
1492,25,Random Forest,0.7918608908524475
1493,30,Random Forest,0.7055633321408998
1494,35,Random Forest,0.9880360213499079
1495,40,Random Forest,0.6685888982482245
1496,45,Random Forest,0.5735479437794333
1497,50,Random Forest,0.25527175599079166
1498,55,Random Forest,0.5114468085134249
1499,60,Random Forest,0.490690084792527
1500,65,Random Forest,0.27435540116428553
1501,70,Random Forest,0.5271703596223072
1502,75,Random Forest,0.5471078071271686
1503,80,Random Forest,0.5462093116491523
1504,85,Random Forest,0.40219347614255024
1505,90,Random Forest,0.5485770748273654
1506,95,Random Forest,0.46891350612726646
1507,100,Random Forest,0.5820923783193461
1508,105,Random Forest,0.5999672252876668
1509,110,Random Forest,0.4262695358918526
1510,115,Random Forest,0.4751024436499975
1511,120,Random Forest,0.46108965963214504
1512,20,Random Forest,1.3115016861177946
1513,25,Random Forest,0.38334831237256617
1514,30,Random Forest,1.1312228869039345
1515,35,Random Forest,0.7298463291512455
1516,40,Random Forest,0.5598976102105997
1517,45,Random Forest,0.6965871754028652
1518,50,Random Forest,0.3764461405672993
1519,55,Random Forest,0.5058826604135013
1520,60,Random Forest,0.8057341217656776
1521,65,Random Forest,0.593067105914298
1522,70,Random Forest,0.584930247044683
1523,75,Random Forest,0.5072990224524573
1524,80,Random Forest,0.5571909169297518
1525,85,Random Forest,0.6832262592111162
1526,90,Random Forest,0.9247437541191198
1527,95,Random Forest,0.5923467854398682
1528,100,Random Forest,0.5672006329821967
1529,105,Random Forest,0.37386385992998133
1530,110,Random Forest,0.6675119347469354
1531,115,Random Forest,0.7486183754243503
1532,120,Random Forest,0.5090919969119162
1533,20,Random Forest,1.07111673385266
1534,25,Random Forest,0.5464872226653851
1535,30,Random Forest,0.8698090504519173
1536,35,Random Forest,0.6934479504078137
1537,40,Random Forest,1.15628802082693
1538,45,Random Forest,1.0679219116379086
1539,50,Random Forest,0.7782555785954728
1540,55,Random Forest,0.7129963423578367
1541,60,Random Forest,1.1929718958788251
1542,65,Random Forest,0.6876228135853769
1543,70,Random Forest,0.6410878549689615
1544,75,Random Forest,0.6752742908781607
1545,80,Random Forest,0.7831192832264795
1546,85,Random Forest,0.3905308614281639
1547,90,Random Forest,0.7000817880307306
1548,95,Random Forest,0.45875606784065887
1549,100,Random Forest,0.5887203869008486
1550,105,Random Forest,0.5472445282388483
1551,110,Random Forest,0.6024672196775716
1552,115,Random Forest,0.5334678617686438
1553,120,Random Forest,0.6433971219159728
1554,20,Random Forest,1.1917671847092113
1555,25,Random Forest,0.9205866857589708
1556,30,Random Forest,0.9978456847243998
1557,35,Random Forest,0.5664866098162803
1558,40,Random Forest,0.5476826993480876
1559,45,Random Forest,0.6613056520854195
1560,50,Random Forest,0.36469856923947996
1561,55,Random Forest,0.7730658426599022
1562,60,Random Forest,0.5229458093189222
1563,65,Random Forest,0.707812646677053
1564,70,Random Forest,0.6225972285332174
1565,75,Random Forest,0.8636157468429254
1566,80,Random Forest,0.6738160059048516
1567,85,Random Forest,0.4345738072968051
1568,90,Random Forest,0.3922117928300312
1569,95,Random Forest,0.6241800698655107
1570,100,Random Forest,0.4139118719909919
1571,105,Random Forest,0.5912658698990761
1572,110,Random Forest,0.7720010950936504
1573,115,Random Forest,0.4043773472463262
1574,120,Random Forest,0.5078661168569076
1575,20,Random Forest,0.5038200439409097
1576,25,Random Forest,0.41244757418329925
1577,30,Random Forest,1.014486588525169
1578,35,Random Forest,1.7577337897491592
1579,40,Random Forest,0.45597912555168346
1580,45,Random Forest,1.0594634897699753
1581,50,Random Forest,0.2671015950174245
1582,55,Random Forest,0.8179984384553426
1583,60,Random Forest,1.0539055547062264
1584,65,Random Forest,0.461987573077714
1585,70,Random Forest,0.6447407349454657
1586,75,Random Forest,0.25468648084071493
1587,80,Random Forest,0.6100150089546467
1588,85,Random Forest,0.7149613384922548
1589,90,Random Forest,0.7275470341283541
1590,95,Random Forest,0.3573674076388951
1591,100,Random Forest,0.6677989963012501
1592,105,Random Forest,0.5410544570458895
1593,110,Random Forest,0.33647374918335743
1594,115,Random Forest,0.6450818351506153
1595,120,Random Forest,0.38518453806829084
1596,20,Random Forest,2.3303511629016374
1597,25,Random Forest,1.0233044009152916
1598,30,Random Forest,0.3157510052626246
1599,35,Random Forest,1.001660886240064
1600,40,Random Forest,1.3280666305724391
1601,45,Random Forest,0.5895644236734473
1602,50,Random Forest,0.559111661808973
1603,55,Random Forest,0.7007254581312504
1604,60,Random Forest,0.6270214521650992
1605,65,Random Forest,0.36800802909907016
1606,70,Random Forest,0.7608266604734005
1607,75,Random Forest,0.5380165422576043
1608,80,Random Forest,0.7380780253943545
1609,85,Random Forest,0.44085035751141705
1610,90,Random Forest,0.5762671377801014
1611,95,Random Forest,0.5326510734584362
1612,100,Random Forest,0.6213884260435069
1613,105,Random Forest,0.6894466398963115
1614,110,Random Forest,0.502938882717605
1615,115,Random Forest,0.6619300457999021
1616,120,Random Forest,0.6557904494646749
1617,20,Random Forest,0.3313540897337377
1618,25,Random Forest,1.2711606356504332
1619,30,Random Forest,0.41602381619715284
1620,35,Random Forest,1.1603326249309365
1621,40,Random Forest,0.5011725033329246
1622,45,Random Forest,0.445674872334147
1623,50,Random Forest,0.9139247789826325
1624,55,Random Forest,0.22588386242189362
1625,60,Random Forest,0.7591517405115368
1626,65,Random Forest,0.662044673833553
1627,70,Random Forest,0.6617682039879903
1628,75,Random Forest,0.8912268724868334
1629,80,Random Forest,0.45674977652220056
1630,85,Random Forest,0.538086477726977
1631,90,Random Forest,0.7359768473880968
1632,95,Random Forest,0.467595648803669
1633,100,Random Forest,0.671012486630219
1634,105,Random Forest,0.6159417123667821
1635,110,Random Forest,0.5860109816553984
1636,115,Random Forest,0.8553006242488637
1637,120,Random Forest,0.6011915211878335
1638,20,Random Forest,1.020708594229503
1639,25,Random Forest,0.42398747022202377
1640,30,Random Forest,1.0163550119747184
1641,35,Random Forest,1.841667696710775
1642,40,Random Forest,0.9805151411831778
1643,45,Random Forest,0.2102584587371842
1644,50,Random Forest,0.6769224980513273
1645,55,Random Forest,0.4682259318699975
1646,60,Random Forest,0.6953172394047028
1647,65,Random Forest,0.4195104868661126
1648,70,Random Forest,0.718776843312414
1649,75,Random Forest,0.628964174051746
1650,80,Random Forest,0.6878941052334094
1651,85,Random Forest,0.4603199497936981
1652,90,Random Forest,0.569122166612455
1653,95,Random Forest,0.7869442624348547
1654,100,Random Forest,0.48371586510826753
1655,105,Random Forest,0.2927718159527022
1656,110,Random Forest,0.4168314770531662
1657,115,Random Forest,0.7043234498512719
1658,120,Random Forest,0.5708399574149369
1659,20,Random Forest,1.199437295038373
1660,25,Random Forest,1.3658242693499987
1661,30,Random Forest,0.6146512514647503
1662,35,Random Forest,0.4404738506606596
1663,40,Random Forest,0.768106888616948
1664,45,Random Forest,0.4784691360732969
1665,50,Random Forest,0.551362519530712
1666,55,Random Forest,0.8833966475204919
1667,60,Random Forest,0.5166598289705646
1668,65,Random Forest,1.0019609901590218
1669,70,Random Forest,0.2910616069237207
1670,75,Random Forest,0.866031540205942
1671,80,Random Forest,0.4101681329544866
1672,85,Random Forest,0.4560100355924861
1673,90,Random Forest,0.346920265512772
1674,95,Random Forest,0.48794186364585923
1675,100,Random Forest,0.6977773056412049
1676,105,Random Forest,0.7301983835285556
1677,110,Random Forest,0.4952929014399098
1678,115,Random Forest,0.6124978536178584
1679,120,Random Forest,0.562952381804502
1680,20,Random Forest,0.47428378273569916
1681,25,Random Forest,0.2968252576030096
1682,30,Random Forest,0.7100244651904065
1683,35,Random Forest,1.260287901142869
1684,40,Random Forest,0.5033904868407582
1685,45,Random Forest,0.7691537542307241
1686,50,Random Forest,0.7660751070066081
1687,55,Random Forest,0.9206342795265616
1688,60,Random Forest,0.7692027420176607
1689,65,Random Forest,0.4004859845378113
1690,70,Random Forest,0.6071827777009162
1691,75,Random Forest,0.4556279043524723
1692,80,Random Forest,0.5593483651912133
1693,85,Random Forest,0.4904829369402218
1694,90,Random Forest,0.9711120538051762
1695,95,Random Forest,0.6967625856712374
1696,100,Random Forest,0.4780705708171841
1697,105,Random Forest,0.6397256112592306
1698,110,Random Forest,0.73036074274469
1699,115,Random Forest,0.5687289688115237
1700,120,Random Forest,0.4145441143432085
1701,20,Random Forest,1.8048376389418133
1702,25,Random Forest,1.6233570194038915
1703,30,Random Forest,0.6810809028050334
1704,35,Random Forest,0.9378174180429742
1705,40,Random Forest,1.0202315311993386
1706,45,Random Forest,1.1731191280449504
1707,50,Random Forest,0.5597435963025502
1708,55,Random Forest,0.8246489844267334
1709,60,Random Forest,0.7484288157244756
1710,65,Random Forest,0.3747482038242701
1711,70,Random Forest,0.5151027984972208
1712,75,Random Forest,0.7894059140382684
1713,80,Random Forest,0.5264353959919646
1714,85,Random Forest,0.7448528677367108
1715,90,Random Forest,0.6608246665393589
1716,95,Random Forest,0.7455969808518987
1717,100,Random Forest,0.3461640871797201
1718,105,Random Forest,0.4435572687859929
1719,110,Random Forest,0.575556540499157
1720,115,Random Forest,0.5927376749224841
1721,120,Random Forest,0.38521448806460307
1722,20,Random Forest,1.2309937922076133
1723,25,Random Forest,1.1983546606676572
1724,30,Random Forest,1.2865112220759138
1725,35,Random Forest,1.4536400857414347
1726,40,Random Forest,0.7595413486021018
1727,45,Random Forest,0.4675646224101943
1728,50,Random Forest,0.6900063475834145
1729,55,Random Forest,0.8091802186201712
1730,60,Random Forest,0.45184608239708823
1731,65,Random Forest,0.8012003519804907
1732,70,Random Forest,0.33286529673889315
1733,75,Random Forest,0.7628226725143257
1734,80,Random Forest,0.8124100012145372
1735,85,Random Forest,0.5855098776179087
1736,90,Random Forest,0.6175640572368113
1737,95,Random Forest,0.6658917224595412
1738,100,Random Forest,0.5715217467252558
1739,105,Random Forest,0.3632831398035318
1740,110,Random Forest,0.6580528587554225
1741,115,Random Forest,0.7324274434893493
1742,120,Random Forest,0.5887078818154622
1743,20,Random Forest,0.7160330160227252
1744,25,Random Forest,1.0053214488937432
1745,30,Random Forest,1.1325538543382117
1746,35,Random Forest,1.144430381510034
1747,40,Random Forest,1.3692697083654917
1748,45,Random Forest,0.7684788162808567
1749,50,Random Forest,0.9294271141592485
1750,55,Random Forest,0.7582959414170785
1751,60,Random Forest,0.8629022592187042
1752,65,Random Forest,0.8787202454653353
1753,70,Random Forest,0.42770896231880606
1754,75,Random Forest,0.533613977703633
1755,80,Random Forest,0.5475189950189068
1756,85,Random Forest,0.7602624951740667
1757,90,Random Forest,0.7720972385365629
1758,95,Random Forest,0.4651846922697249
1759,100,Random Forest,0.47098203298072916
1760,105,Random Forest,0.44610026114385315
1761,110,Random Forest,0.48557812888183527
1762,115,Random Forest,0.68753208949765
1763,120,Random Forest,0.6462858204142
1764,20,Random Forest,1.2927089182703464
1765,25,Random Forest,1.0013725738170032
1766,30,Random Forest,0.25669762102340243
1767,35,Random Forest,0.9626597903036626
1768,40,Random Forest,0.7511274907178767
1769,45,Random Forest,0.713242328953393
1770,50,Random Forest,0.827990256425918
1771,55,Random Forest,0.6120422797079204
1772,60,Random Forest,0.7215984138218928
1773,65,Random Forest,0.6345367360539099
1774,70,Random Forest,0.7550225475136354
1775,75,Random Forest,0.640042205744661
1776,80,Random Forest,0.5871013146989122
1777,85,Random Forest,0.7648361342049383
1778,90,Random Forest,0.7663818977104919
1779,95,Random Forest,0.5805287509480539
1780,100,Random Forest,0.6608136534840938
1781,105,Random Forest,0.6477532425156903
1782,110,Random Forest,0.3944845199214733
1783,115,Random Forest,0.6752479112081253
1784,120,Random Forest,0.587782919574936
1785,20,Random Forest,0.889103299164631
1786,25,Random Forest,0.6506615475154326
1787,30,Random Forest,0.48629475276896933
1788,35,Random Forest,0.9707541431632519
1789,40,Random Forest,0.8436391148945186
1790,45,Random Forest,0.9618714264435932
1791,50,Random Forest,1.0115454408598188
1792,55,Random Forest,0.7367816021570871
1793,60,Random Forest,0.7733664940546566
1794,65,Random Forest,0.7716889994393481
1795,70,Random Forest,0.7112141705658456
1796,75,Random Forest,0.6610101413700137
1797,80,Random Forest,0.6798454922019133
1798,85,Random Forest,0.4816312658669653
1799,90,Random Forest,0.8482768199333669
1800,95,Random Forest,0.3318709933864254
1801,100,Random Forest,0.5090273478893808
1802,105,Random Forest,0.6872755876623496
1803,110,Random Forest,0.596482092957377
1804,115,Random Forest,0.7373351363054017
1805,120,Random Forest,0.687937156788505
1806,20,Random Forest,0.8627967325981819
1807,25,Random Forest,0.607578379668016
1808,30,Random Forest,0.5246049868441157
1809,35,Random Forest,0.7287418638326167
1810,40,Random Forest,0.5556649453115511
1811,45,Random Forest,1.1220500007154537
1812,50,Random Forest,0.558684743741209
1813,55,Random Forest,0.6717615638683981
1814,60,Random Forest,0.6499716796396603
1815,65,Random Forest,0.4212204223978503
1816,70,Random Forest,0.7015070044076689
1817,75,Random Forest,0.7494776911920871
1818,80,Random Forest,0.4334454750554195
1819,85,Random Forest,0.4905965073997147
1820,90,Random Forest,0.5366401221874108
1821,95,Random Forest,0.5589737773649116
1822,100,Random Forest,0.446234133056051
1823,105,Random Forest,0.6746171112531554
1824,110,Random Forest,0.6023186232712321
1825,115,Random Forest,0.7843999002819229
1826,120,Random Forest,0.7230983245070431
1827,20,Random Forest,0.6928343829418753
1828,25,Random Forest,0.40285756834595626
1829,30,Random Forest,0.26441114150273004
1830,35,Random Forest,0.7848880062177938
1831,40,Random Forest,0.5926419506727559
1832,45,Random Forest,0.564152523190565
1833,50,Random Forest,0.8312053798660524
1834,55,Random Forest,0.9417185608716949
1835,60,Random Forest,0.6917066336565186
1836,65,Random Forest,0.5468451057694241
1837,70,Random Forest,0.397535150306195
1838,75,Random Forest,0.724462735188514
1839,80,Random Forest,0.6011606835102228
1840,85,Random Forest,0.8106181428686713
1841,90,Random Forest,0.5571971743463573
1842,95,Random Forest,0.7084202377013991
1843,100,Random Forest,0.7051278734542976
1844,105,Random Forest,0.4775003354038634
1845,110,Random Forest,0.5159539112689256
1846,115,Random Forest,0.5282852684758932
1847,120,Random Forest,0.6047313365426821
1848,20,Random Forest,0.7637321485160076
1849,25,Random Forest,1.5721263007414676
1850,30,Random Forest,0.23976031738358647
1851,35,Random Forest,0.8598515816811952
1852,40,Random Forest,1.040662660194102
1853,45,Random Forest,1.133902703611198
1854,50,Random Forest,0.8443758405302784
1855,55,Random Forest,0.5216003522733758
1856,60,Random Forest,0.46697879818662696
1857,65,Random Forest,0.46783668586432675
1858,70,Random Forest,0.7348258915460049
1859,75,Random Forest,0.735049347272561
1860,80,Random Forest,0.6506555179881912
1861,85,Random Forest,0.4725034094473866
1862,90,Random Forest,0.43548242060401254
1863,95,Random Forest,0.4050443703739126
1864,100,Random Forest,0.48354054908840416
1865,105,Random Forest,0.45208813696764155
1866,110,Random Forest,0.3706572588392699
1867,115,Random Forest,0.35537122285131356
1868,120,Random Forest,0.34396525587421417
1869,20,Random Forest,0.7076253234875367
1870,25,Random Forest,0.58747976992967
1871,30,Random Forest,0.36924426752629325
1872,35,Random Forest,0.8436707623541521
1873,40,Random Forest,0.8181734584010788
1874,45,Random Forest,0.41300745761514657
1875,50,Random Forest,0.8715086044886728
1876,55,Random Forest,1.1946567723413501
1877,60,Random Forest,0.48452047435984563
1878,65,Random Forest,0.9200205263092823
1879,70,Random Forest,0.4913120925408951
1880,75,Random Forest,0.6708633406642689
1881,80,Random Forest,0.611481886823056
1882,85,Random Forest,0.8146598426822208
1883,90,Random Forest,0.6902287444147053
1884,95,Random Forest,0.487259176543914
1885,100,Random Forest,0.70907206367804
1886,105,Random Forest,0.40576626315213254
1887,110,Random Forest,0.7326011082982756
1888,115,Random Forest,0.42660781874403303
1889,120,Random Forest,0.5137306758496875
1890,20,Random Forest,0.3527302640386757
1891,25,Random Forest,0.7079105304388972
1892,30,Random Forest,0.5506095118970662
1893,35,Random Forest,0.5529684318506481
1894,40,Random Forest,0.5610446017738033
1895,45,Random Forest,0.7921119026327529
1896,50,Random Forest,0.36101710970826495
1897,55,Random Forest,0.64790546434508
1898,60,Random Forest,0.798784743975378
1899,65,Random Forest,0.5891576124055831
1900,70,Random Forest,0.9370706806889885
1901,75,Random Forest,0.39779575689311536
1902,80,Random Forest,0.895702964598567
1903,85,Random Forest,0.625040577137689
1904,90,Random Forest,0.8343809603924821
1905,95,Random Forest,0.3682008989022215
1906,100,Random Forest,0.5767031270952898
1907,105,Random Forest,0.40176155954239995
1908,110,Random Forest,0.6236500729193032
1909,115,Random Forest,0.5525219418435736
1910,120,Random Forest,0.6726860558356188
1911,20,Random Forest,0.3211016351880708
1912,25,Random Forest,0.8237682873533206
1913,30,Random Forest,0.29419949431415815
1914,35,Random Forest,0.5445495044051499
1915,40,Random Forest,1.3116310104872773
1916,45,Random Forest,0.5518033601667097
1917,50,Random Forest,0.506453142258977
1918,55,Random Forest,0.8707262483076019
1919,60,Random Forest,0.47071572047739746
1920,65,Random Forest,0.43550367532234213
1921,70,Random Forest,0.5162411689419719
1922,75,Random Forest,0.5719380010582378
1923,80,Random Forest,0.6337470863233174
1924,85,Random Forest,0.6945778590203977
1925,90,Random Forest,0.5080339015434225
1926,95,Random Forest,0.537760844196747
1927,100,Random Forest,0.7370800297226435
1928,105,Random Forest,0.6123924484339502
1929,110,Random Forest,0.4418323263831976
1930,115,Random Forest,0.7282256023474123
1931,120,Random Forest,0.36620564152881774
1932,20,Random Forest,0.8533609538409999
1933,25,Random Forest,1.099084357019962
1934,30,Random Forest,1.606827022027444
1935,35,Random Forest,1.2305629574061967
1936,40,Random Forest,0.613196686583966
1937,45,Random Forest,0.7900661852554922
1938,50,Random Forest,0.35248530226785924
1939,55,Random Forest,0.7174506787169803
1940,60,Random Forest,0.6655065740005013
1941,65,Random Forest,0.8005360017643952
1942,70,Random Forest,0.4873037016030528
1943,75,Random Forest,0.3532136649295845
1944,80,Random Forest,0.5879186686390273
1945,85,Random Forest,0.6391581404589404
1946,90,Random Forest,0.5364794503201386
1947,95,Random Forest,0.4657328076956692
1948,100,Random Forest,0.5644961308317814
1949,105,Random Forest,0.37758736434611834
1950,110,Random Forest,0.7185073966913579
1951,115,Random Forest,0.45837711663859204
1952,120,Random Forest,0.6078978163449327
1953,20,Random Forest,0.6417354102787798
1954,25,Random Forest,0.1509218008620754
1955,30,Random Forest,0.5819700697275959
1956,35,Random Forest,0.6231002689307139
1957,40,Random Forest,0.24440902247457189
1958,45,Random Forest,0.6838851695067315
1959,50,Random Forest,0.5658609687107798
1960,55,Random Forest,0.40716398424858496
1961,60,Random Forest,0.8620339385864907
1962,65,Random Forest,0.6834954416212548
1963,70,Random Forest,0.593209153876856
1964,75,Random Forest,0.4213326708746499
1965,80,Random Forest,0.5662274887543388
1966,85,Random Forest,0.32178154265533526
1967,90,Random Forest,0.6654038883825973
1968,95,Random Forest,0.6395857647717563
1969,100,Random Forest,0.6888592521285732
1970,105,Random Forest,0.49910606855204426
1971,110,Random Forest,0.5822993585211342
1972,115,Random Forest,0.5048662349554589
1973,120,Random Forest,0.7055360894038317
1974,20,Random Forest,0.6487453884335821
1975,25,Random Forest,1.2801577697781965
1976,30,Random Forest,0.5923987191957344
1977,35,Random Forest,0.6013194231383236
1978,40,Random Forest,0.47876234323581535
1979,45,Random Forest,0.6953898917065099
1980,50,Random Forest,0.20125246273866523
1981,55,Random Forest,0.38631439737871887
1982,60,Random Forest,0.8317025593701346
1983,65,Random Forest,0.8582513802257691
1984,70,Random Forest,0.3755411700383351
1985,75,Random Forest,0.6723651843927481
1986,80,Random Forest,0.5134830952021969
1987,85,Random Forest,0.4589547301622791
1988,90,Random Forest,0.5184682438393043
1989,95,Random Forest,0.5038919438085729
1990,100,Random Forest,0.6919699536857227
1991,105,Random Forest,0.5325602121447728
1992,110,Random Forest,0.5113368181311286
1993,115,Random Forest,0.3842608626713716
1994,120,Random Forest,0.6368564927182329
1995,20,Random Forest,0.8472006586450562
1996,25,Random Forest,0.9316290815747207
1997,30,Random Forest,0.9805574609850348
1998,35,Random Forest,0.78451518429151
1999,40,Random Forest,0.9633042887400927
2000,45,Random Forest,0.5070805285108216
2001,50,Random Forest,0.8502953668551297
2002,55,Random Forest,0.9350312213632678
2003,60,Random Forest,0.7970496765902451
2004,65,Random Forest,1.1208051824268777
2005,70,Random Forest,0.41948101036950575
2006,75,Random Forest,0.6215817334172663
2007,80,Random Forest,0.4066734920688533
2008,85,Random Forest,0.6292622087496201
2009,90,Random Forest,0.6047357139160412
2010,95,Random Forest,0.7475411118264398
2011,100,Random Forest,0.3681355815212263
2012,105,Random Forest,0.6654209499559629
2013,110,Random Forest,0.5957805283769205
2014,115,Random Forest,0.5228421631950394
2015,120,Random Forest,0.5125726098855691
2016,20,Random Forest,1.1452775237425281
2017,25,Random Forest,1.4498860448383124
2018,30,Random Forest,0.42629500432008327
2019,35,Random Forest,0.9610450138715902
2020,40,Random Forest,0.9382350926957286
2021,45,Random Forest,0.23773625344412633
2022,50,Random Forest,0.49434642225221975
2023,55,Random Forest,0.6763839060152171
2024,60,Random Forest,0.5996122748556989
2025,65,Random Forest,0.5472419589110229
2026,70,Random Forest,0.31935957856068053
2027,75,Random Forest,0.40085781474811566
2028,80,Random Forest,0.4168538893546108
2029,85,Random Forest,0.5375831309471042
2030,90,Random Forest,0.8120909495970157
2031,95,Random Forest,0.5018004685605069
2032,100,Random Forest,0.4208943535247471
2033,105,Random Forest,0.6613908814217239
2034,110,Random Forest,0.6848667366212451
2035,115,Random Forest,0.5427348208470926
2036,120,Random Forest,0.6088486317602984
2037,20,Random Forest,0.5246145256150108
2038,25,Random Forest,0.8025586041336121
2039,30,Random Forest,0.33556734937933735
2040,35,Random Forest,0.5007430209123405
2041,40,Random Forest,0.8736496836638601
2042,45,Random Forest,0.6714895873194001
2043,50,Random Forest,1.0110564276357372
2044,55,Random Forest,0.6085288091621203
2045,60,Random Forest,0.36992951868729174
2046,65,Random Forest,0.2885687733995813
2047,70,Random Forest,0.8175106165305639
2048,75,Random Forest,0.4956793328276266
2049,80,Random Forest,0.9999912793350694
2050,85,Random Forest,0.5052687083861968
2051,90,Random Forest,0.4346612814795819
2052,95,Random Forest,0.6147230746213461
2053,100,Random Forest,0.5175871341154924
2054,105,Random Forest,0.8886903784242399
2055,110,Random Forest,0.47725098772663976
2056,115,Random Forest,0.4793191105332014
2057,120,Random Forest,0.668126124990908
2058,20,Random Forest,1.0833786859423464
2059,25,Random Forest,0.4332144420294333
2060,30,Random Forest,0.5444960649050564
2061,35,Random Forest,0.7824561631902853
2062,40,Random Forest,0.3717801682581575
2063,45,Random Forest,0.8098592940831034
2064,50,Random Forest,1.1200119383806664
2065,55,Random Forest,0.6782947231933366
2066,60,Random Forest,0.642835896174809
2067,65,Random Forest,0.8105964382781374
2068,70,Random Forest,0.4853195769762885
2069,75,Random Forest,1.0190970971607975
2070,80,Random Forest,0.3552733245860863
2071,85,Random Forest,0.621332638842067
2072,90,Random Forest,0.3904129121459199
2073,95,Random Forest,0.40857053170723795
2074,100,Random Forest,0.4177034397026681
2075,105,Random Forest,0.585867241216966
2076,110,Random Forest,0.6542249001149855
2077,115,Random Forest,0.4651583761501998
2078,120,Random Forest,0.6893971876635598
2079,20,Random Forest,0.5858480875352771
2080,25,Random Forest,0.8573276557757564
2081,30,Random Forest,0.7129666974485236
2082,35,Random Forest,1.1922164476579373
2083,40,Random Forest,0.9953323157374052
2084,45,Random Forest,0.349160086268378
2085,50,Random Forest,0.7076348407906937
2086,55,Random Forest,0.46814158377440995
2087,60,Random Forest,0.7782142167055804
2088,65,Random Forest,0.9508547250401842
2089,70,Random Forest,0.5633540668193525
2090,75,Random Forest,0.22062959933280027
2091,80,Random Forest,0.622868206348433
2092,85,Random Forest,0.6237396274139303
2093,90,Random Forest,1.0007307514279309
2094,95,Random Forest,0.4887903899820589
2095,100,Random Forest,0.5590018617772603
2096,105,Random Forest,0.39538658696134116
2097,110,Random Forest,0.5350381407778964
2098,115,Random Forest,0.37532174940076585
2099,120,Random Forest,0.39341688861976615
2100,20,Random Forest,0.3854579742201283
2101,25,Random Forest,0.4894175821101296
2102,30,Random Forest,0.7570783736782648
2103,35,Random Forest,0.5340371439455641
2104,40,Random Forest,0.39197584157666887
2105,45,Random Forest,0.6449622084479832
2106,50,Random Forest,0.5586920319979204
2107,55,Random Forest,0.512696728961608
2108,60,Random Forest,0.3670598700241919
