,Size,Method,MSE
1569,95,Random Forest,0.12860703178790428
1570,100,Random Forest,0.06531518853885107
1571,105,Random Forest,0.1023554081748452
1572,110,Random Forest,0.13499256191909367
1573,115,Random Forest,0.10128649548520086
1574,120,Random Forest,0.1003468341349007
1575,20,Random Forest,0.48226035039264287
1576,25,Random Forest,0.2979283626446141
1577,30,Random Forest,0.23305834729833666
1578,35,Random Forest,0.07510339016685201
1579,40,Random Forest,0.13587795186749008
1580,45,Random Forest,0.12299093728404485
1581,50,Random Forest,0.1672293364888068
1582,55,Random Forest,0.12984923097876164
1583,60,Random Forest,0.11753746167726993
1584,65,Random Forest,0.1641499750506043
1585,70,Random Forest,0.15467380183742815
1586,75,Random Forest,0.09181952887262847
1587,80,Random Forest,0.15735288477272416
1588,85,Random Forest,0.10761431808098956
1589,90,Random Forest,0.08724085037038096
1590,95,Random Forest,0.1454136117749898
1591,100,Random Forest,0.13707683998276637
1592,105,Random Forest,0.15850922274226326
1593,110,Random Forest,0.1047915297280494
1594,115,Random Forest,0.06736147884000981
1595,120,Random Forest,0.10766431913273929
1596,20,Random Forest,0.15943769306430447
1597,25,Random Forest,0.18094776118524905
1598,30,Random Forest,0.18716832319721874
1599,35,Random Forest,0.2870389192816676
1600,40,Random Forest,0.18441408615659782
1601,45,Random Forest,0.0852949751722157
1602,50,Random Forest,0.15834349062437575
1603,55,Random Forest,0.11962808745614534
1604,60,Random Forest,0.07394709401677318
1605,65,Random Forest,0.13769394861935094
1606,70,Random Forest,0.07413215834061468
1607,75,Random Forest,0.15838388316401567
1608,80,Random Forest,0.0452076000040806
1609,85,Random Forest,0.12474534648479436
1610,90,Random Forest,0.09636451117522299
1611,95,Random Forest,0.10083551914869952
1612,100,Random Forest,0.13855534295749278
1613,105,Random Forest,0.08378431836425596
1614,110,Random Forest,0.08920775982510355
1615,115,Random Forest,0.10008948712858053
1616,120,Random Forest,0.12794533771820618
1617,20,Random Forest,0.5768612422419568
1618,25,Random Forest,0.057358267872043955
1619,30,Random Forest,0.07478266478444404
1620,35,Random Forest,0.1845907124423238
1621,40,Random Forest,0.1294535006860574
1622,45,Random Forest,0.28710291520232517
1623,50,Random Forest,0.18684630119730422
1624,55,Random Forest,0.13644516957499161
1625,60,Random Forest,0.13812796907934544
1626,65,Random Forest,0.1116679974962708
1627,70,Random Forest,0.10824366390319719
1628,75,Random Forest,0.17880681589989394
1629,80,Random Forest,0.15358290194515017
1630,85,Random Forest,0.057360159789664786
1631,90,Random Forest,0.07417588072381491
1632,95,Random Forest,0.046870999327506116
1633,100,Random Forest,0.10600263325905708
1634,105,Random Forest,0.14662234646725697
1635,110,Random Forest,0.06876184950333106
1636,115,Random Forest,0.05719033268451189
1637,120,Random Forest,0.08834658240072597
1638,20,Random Forest,0.09538479658456175
1639,25,Random Forest,0.12219982621339484
1640,30,Random Forest,0.10838228684094896
1641,35,Random Forest,0.23843825825100143
1642,40,Random Forest,0.10532430661733835
1643,45,Random Forest,0.08309561730844359
1644,50,Random Forest,0.03661541717356577
1645,55,Random Forest,0.11945871844876951
1646,60,Random Forest,0.08392839388642641
1647,65,Random Forest,0.12899220618642016
1648,70,Random Forest,0.11546471516786425
1649,75,Random Forest,0.15994718306028435
1650,80,Random Forest,0.16695527392367426
1651,85,Random Forest,0.08073509668814248
1652,90,Random Forest,0.09876064902296171
1653,95,Random Forest,0.06612107259320421
1654,100,Random Forest,0.08057631471249038
1655,105,Random Forest,0.1407052846600869
1656,110,Random Forest,0.07918531523632039
1657,115,Random Forest,0.1278034226474686
1658,120,Random Forest,0.12181266429963815
1659,20,Random Forest,0.09794605572103209
1660,25,Random Forest,0.2753573127994181
1661,30,Random Forest,0.1267392950882779
1662,35,Random Forest,0.19910226417140348
1663,40,Random Forest,0.2800481743676736
1664,45,Random Forest,0.13041596197967797
1665,50,Random Forest,0.24698554788410085
1666,55,Random Forest,0.09123618439709552
1667,60,Random Forest,0.12675032373832526
1668,65,Random Forest,0.09887789493307937
1669,70,Random Forest,0.07677792144110898
1670,75,Random Forest,0.08330341078094222
1671,80,Random Forest,0.0879981447811711
1672,85,Random Forest,0.1201565634244119
1673,90,Random Forest,0.07338199399834174
1674,95,Random Forest,0.09273970246764036
1675,100,Random Forest,0.08069408958316815
1676,105,Random Forest,0.11767611866651836
1677,110,Random Forest,0.11469148201967506
1678,115,Random Forest,0.1346778009075501
1679,120,Random Forest,0.06370077913184218
1680,20,Random Forest,0.2190512498328645
1681,25,Random Forest,0.4390549296039847
1682,30,Random Forest,0.21643590560378959
1683,35,Random Forest,0.06134938209340438
1684,40,Random Forest,0.14418642022467873
1685,45,Random Forest,0.26245025445170067
1686,50,Random Forest,0.11020806359608641
1687,55,Random Forest,0.08800420994976028
1688,60,Random Forest,0.1417904120067873
1689,65,Random Forest,0.19619551175374164
1690,70,Random Forest,0.09259195004205312
1691,75,Random Forest,0.10637288127509406
1692,80,Random Forest,0.06566730850192742
1693,85,Random Forest,0.09985791232262792
1694,90,Random Forest,0.13096152946556966
1695,95,Random Forest,0.06908092839809156
1696,100,Random Forest,0.08535223061519517
1697,105,Random Forest,0.14247466656307878
1698,110,Random Forest,0.11730170065408457
1699,115,Random Forest,0.08131882294415592
1700,120,Random Forest,0.11682122961291498
1701,20,Random Forest,0.7102270396128717
1702,25,Random Forest,0.015002055880022087
1703,30,Random Forest,0.10471823160425646
1704,35,Random Forest,0.14603662687858412
1705,40,Random Forest,0.2882907441430097
1706,45,Random Forest,0.15130710247025062
1707,50,Random Forest,0.16355333934847022
1708,55,Random Forest,0.10604240769505396
1709,60,Random Forest,0.09840214622729361
1710,65,Random Forest,0.09528360119170133
1711,70,Random Forest,0.13581991689683062
1712,75,Random Forest,0.13779382502585732
1713,80,Random Forest,0.11048935092880831
1714,85,Random Forest,0.10721153305883108
1715,90,Random Forest,0.10611388608139476
1716,95,Random Forest,0.16124114779429452
1717,100,Random Forest,0.09127422187440223
1718,105,Random Forest,0.0745164813026838
1719,110,Random Forest,0.05766291581016413
1720,115,Random Forest,0.100306223376608
1721,120,Random Forest,0.0857419187724432
1722,20,Random Forest,0.36844873020870217
1723,25,Random Forest,0.15278425108904142
1724,30,Random Forest,0.07033324173758145
1725,35,Random Forest,0.2123018112795485
1726,40,Random Forest,0.2649261131324099
1727,45,Random Forest,0.05915132495466101
1728,50,Random Forest,0.06701630194097
1729,55,Random Forest,0.05931010023460233
1730,60,Random Forest,0.1973076266389964
1731,65,Random Forest,0.15496427077396466
1732,70,Random Forest,0.0632666329063902
1733,75,Random Forest,0.14906354879463254
1734,80,Random Forest,0.1740541651096209
1735,85,Random Forest,0.1421015424020634
1736,90,Random Forest,0.12491689708247722
1737,95,Random Forest,0.1694844122785537
1738,100,Random Forest,0.08223356427408192
1739,105,Random Forest,0.08994730807170333
1740,110,Random Forest,0.05545163530132564
1741,115,Random Forest,0.18053639668937424
1742,120,Random Forest,0.12936270442825698
1743,20,Random Forest,0.2368914847084319
1744,25,Random Forest,0.10612877115384041
1745,30,Random Forest,0.15922560934791705
1746,35,Random Forest,0.20132755526447413
1747,40,Random Forest,0.30519818675160476
1748,45,Random Forest,0.2116218290302488
1749,50,Random Forest,0.16753633015773478
1750,55,Random Forest,0.2334328231916529
1751,60,Random Forest,0.17302516575988225
1752,65,Random Forest,0.05284792053891742
1753,70,Random Forest,0.17045109793963237
1754,75,Random Forest,0.11391413575667639
1755,80,Random Forest,0.06502405962409666
1756,85,Random Forest,0.11434058503589417
1757,90,Random Forest,0.04444271297429614
1758,95,Random Forest,0.059928753517986565
1759,100,Random Forest,0.13072593226296692
1760,105,Random Forest,0.0826140265619945
1761,110,Random Forest,0.1529896126966107
1762,115,Random Forest,0.10127554660434482
1763,120,Random Forest,0.07507885803254974
1764,20,Random Forest,0.11370818220416523
1765,25,Random Forest,0.21369550214715155
1766,30,Random Forest,0.1667104229416847
1767,35,Random Forest,0.07641887563378617
1768,40,Random Forest,0.2450809156691724
1769,45,Random Forest,0.11344683843087308
1770,50,Random Forest,0.11900404386281219
1771,55,Random Forest,0.13940197021710277
1772,60,Random Forest,0.08267236653336395
1773,65,Random Forest,0.09188750810914792
1774,70,Random Forest,0.12869195264178465
1775,75,Random Forest,0.07412021676114962
1776,80,Random Forest,0.10683191107659232
1777,85,Random Forest,0.0379006130021688
1778,90,Random Forest,0.14612607413459427
1779,95,Random Forest,0.06915290644626344
1780,100,Random Forest,0.05472718355997824
1781,105,Random Forest,0.1259887181624086
1782,110,Random Forest,0.07266624264667576
1783,115,Random Forest,0.06648802805433372
1784,120,Random Forest,0.08652841496419106
1785,20,Random Forest,0.037123290952357106
1786,25,Random Forest,0.1525882845218795
1787,30,Random Forest,0.2606076857859967
1788,35,Random Forest,0.1510767502638039
1789,40,Random Forest,0.43487220766892853
1790,45,Random Forest,0.0929586872326606
1791,50,Random Forest,0.06619124490660387
1792,55,Random Forest,0.10335352767415441
1793,60,Random Forest,0.19850926686285428
1794,65,Random Forest,0.0992155326832225
1795,70,Random Forest,0.16369022492146068
1796,75,Random Forest,0.11048758032946923
1797,80,Random Forest,0.08872650162480519
1798,85,Random Forest,0.17413164718479127
1799,90,Random Forest,0.15646324204652765
1800,95,Random Forest,0.182993730923985
1801,100,Random Forest,0.10161730655349192
1802,105,Random Forest,0.08488148361411388
1803,110,Random Forest,0.11376299773416741
1804,115,Random Forest,0.06712518861997296
1805,120,Random Forest,0.07967504321128721
1806,20,Random Forest,0.19527982146562617
1807,25,Random Forest,0.10929036962147483
1808,30,Random Forest,0.08944117197027424
1809,35,Random Forest,0.21947383281422295
1810,40,Random Forest,0.21695137742015147
1811,45,Random Forest,0.1176602983230089
1812,50,Random Forest,0.07301361712274536
1813,55,Random Forest,0.10347614682519267
1814,60,Random Forest,0.2171583345133895
1815,65,Random Forest,0.136045279781711
1816,70,Random Forest,0.2329542991237074
1817,75,Random Forest,0.08964993039873809
1818,80,Random Forest,0.040278105487337144
1819,85,Random Forest,0.16475252097987417
1820,90,Random Forest,0.10059608970090045
1821,95,Random Forest,0.06507464007511198
1822,100,Random Forest,0.12909923545596874
1823,105,Random Forest,0.05056325810827455
1824,110,Random Forest,0.09788014415225482
1825,115,Random Forest,0.1992962436945063
1826,120,Random Forest,0.13222243675774784
1827,20,Random Forest,0.07776303875798857
1828,25,Random Forest,0.415200105347417
1829,30,Random Forest,0.35070798017800514
1830,35,Random Forest,0.4975345019861829
1831,40,Random Forest,0.17207255014154782
1832,45,Random Forest,0.18326980367438206
1833,50,Random Forest,0.09273536464562473
1834,55,Random Forest,0.05973497902452008
1835,60,Random Forest,0.09331725114791993
1836,65,Random Forest,0.1661942514570941
1837,70,Random Forest,0.07601578775613653
1838,75,Random Forest,0.04199824074527687
1839,80,Random Forest,0.1261820573597095
1840,85,Random Forest,0.07257168900698445
1841,90,Random Forest,0.09532785683389035
1842,95,Random Forest,0.0746870326055356
1843,100,Random Forest,0.09196353269006882
1844,105,Random Forest,0.08119945534515624
1845,110,Random Forest,0.0848330065347742
1846,115,Random Forest,0.13085424072881155
1847,120,Random Forest,0.11934466711811142
1848,20,Random Forest,0.1360305409593993
1849,25,Random Forest,0.07943433401081586
1850,30,Random Forest,0.18601765705175807
1851,35,Random Forest,0.16915210781280754
1852,40,Random Forest,0.1891617437642088
1853,45,Random Forest,0.09529914151325397
1854,50,Random Forest,0.1352606274375116
1855,55,Random Forest,0.1821938036351475
1856,60,Random Forest,0.07402708882487823
1857,65,Random Forest,0.11115707878965393
1858,70,Random Forest,0.210992215364647
1859,75,Random Forest,0.14728847261167524
1860,80,Random Forest,0.15662928635710832
1861,85,Random Forest,0.12845315970623292
1862,90,Random Forest,0.05579854207279574
1863,95,Random Forest,0.06973709828969264
1864,100,Random Forest,0.14671181675311878
1865,105,Random Forest,0.12042983993881554
1866,110,Random Forest,0.0840565646629835
1867,115,Random Forest,0.18245343226087465
1868,120,Random Forest,0.11605827521044416
1869,20,Random Forest,0.3256561034714097
1870,25,Random Forest,0.08779720442393608
1871,30,Random Forest,0.13008762754232198
1872,35,Random Forest,0.18459219994362236
1873,40,Random Forest,0.0371065108720157
1874,45,Random Forest,0.17328473546609843
1875,50,Random Forest,0.11488872714212425
1876,55,Random Forest,0.1490250411484191
1877,60,Random Forest,0.0860558285728154
1878,65,Random Forest,0.1580024042589276
1879,70,Random Forest,0.059442341013883036
1880,75,Random Forest,0.16407209548299437
1881,80,Random Forest,0.09911042864643244
1882,85,Random Forest,0.04569141904408642
1883,90,Random Forest,0.10962140778765878
1884,95,Random Forest,0.061186891869680154
1885,100,Random Forest,0.08535680080890687
1886,105,Random Forest,0.09863836580122788
1887,110,Random Forest,0.06724414127589896
1888,115,Random Forest,0.09284054881210353
1889,120,Random Forest,0.043237819520289655
1890,20,Random Forest,0.09003464416614915
1891,25,Random Forest,0.11315156672159632
1892,30,Random Forest,0.12987827498741683
1893,35,Random Forest,0.10783749197965894
1894,40,Random Forest,0.1935958496063364
1895,45,Random Forest,0.04517770945158479
1896,50,Random Forest,0.11761922011107809
1897,55,Random Forest,0.08782508988053818
1898,60,Random Forest,0.14462726575814944
1899,65,Random Forest,0.19692859641561047
1900,70,Random Forest,0.14249243342732448
1901,75,Random Forest,0.08203855751116348
1902,80,Random Forest,0.11901610671748854
1903,85,Random Forest,0.15071870876072455
1904,90,Random Forest,0.05590067263515498
1905,95,Random Forest,0.07779920026483189
1906,100,Random Forest,0.13975788892414306
1907,105,Random Forest,0.10977738844363669
1908,110,Random Forest,0.04323276809203989
1909,115,Random Forest,0.0839908186897832
1910,120,Random Forest,0.08357244123311257
1911,20,Random Forest,0.6289885162865329
1912,25,Random Forest,0.07761041487219045
1913,30,Random Forest,0.06415902735866129
1914,35,Random Forest,0.15112825793801402
1915,40,Random Forest,0.18117668055692332
1916,45,Random Forest,0.07432152570946031
1917,50,Random Forest,0.15025477688168087
1918,55,Random Forest,0.19541523931639293
1919,60,Random Forest,0.10813492060510128
1920,65,Random Forest,0.13571189865011918
1921,70,Random Forest,0.09132963307905564
1922,75,Random Forest,0.12937720092589539
1923,80,Random Forest,0.11124872922406362
1924,85,Random Forest,0.17710955928785277
1925,90,Random Forest,0.07342541764273809
1926,95,Random Forest,0.09217254100716267
1927,100,Random Forest,0.08614510204713641
1928,105,Random Forest,0.11188840282548145
1929,110,Random Forest,0.06938218484822285
1930,115,Random Forest,0.09739231621336696
1931,120,Random Forest,0.048852316766724156
1932,20,Random Forest,0.10293290441394375
1933,25,Random Forest,0.11384210809483855
1934,30,Random Forest,0.12715873702651898
1935,35,Random Forest,0.11493672966538551
1936,40,Random Forest,0.1655152927647372
1937,45,Random Forest,0.14442629332229853
1938,50,Random Forest,0.06882549337713857
1939,55,Random Forest,0.17773303034427834
1940,60,Random Forest,0.220372983237114
1941,65,Random Forest,0.131563806928479
1942,70,Random Forest,0.13193968323141006
1943,75,Random Forest,0.11444692542243143
1944,80,Random Forest,0.16745824471880613
1945,85,Random Forest,0.09039557778950477
1946,90,Random Forest,0.059332618161509094
1947,95,Random Forest,0.1054682969582044
1948,100,Random Forest,0.1005421768615246
1949,105,Random Forest,0.11326050055944367
1950,110,Random Forest,0.09843208464577581
1951,115,Random Forest,0.07196058945805581
1952,120,Random Forest,0.05371832366802923
1953,20,Random Forest,0.24785047721679143
1954,25,Random Forest,0.08054412154325463
1955,30,Random Forest,0.18741090091801385
1956,35,Random Forest,0.13470912316603742
1957,40,Random Forest,0.06650588604083749
1958,45,Random Forest,0.15990877680061638
1959,50,Random Forest,0.1007913227231513
1960,55,Random Forest,0.12997312060217733
1961,60,Random Forest,0.07189344388462317
1962,65,Random Forest,0.11552156252327625
1963,70,Random Forest,0.08684346336427232
1964,75,Random Forest,0.07728790223666811
1965,80,Random Forest,0.11377741729649613
1966,85,Random Forest,0.09144069347647103
1967,90,Random Forest,0.08329479017667887
1968,95,Random Forest,0.08968422517675571
1969,100,Random Forest,0.09388260862966388
1970,105,Random Forest,0.09007913532456097
1971,110,Random Forest,0.08106683622387251
1972,115,Random Forest,0.10696447080745085
1973,120,Random Forest,0.07675265217528147
1974,20,Random Forest,0.1759321182958451
1975,25,Random Forest,0.16082106843986363
1976,30,Random Forest,0.13244251448475572
1977,35,Random Forest,0.1546357937481955
1978,40,Random Forest,0.07855331835357321
1979,45,Random Forest,0.21482983601815153
1980,50,Random Forest,0.14337837403763298
1981,55,Random Forest,0.05093044439066072
1982,60,Random Forest,0.15619828262047156
1983,65,Random Forest,0.20478118136523518
1984,70,Random Forest,0.08578393395604365
1985,75,Random Forest,0.14078304434708785
1986,80,Random Forest,0.08082186718394695
1987,85,Random Forest,0.09090399957408096
1988,90,Random Forest,0.10261242752511367
1989,95,Random Forest,0.10319333544670302
1990,100,Random Forest,0.10827412270576242
1991,105,Random Forest,0.14569208545659515
1992,110,Random Forest,0.12095084507058461
1993,115,Random Forest,0.11200010938545106
1994,120,Random Forest,0.0699059393791072
1995,20,Random Forest,0.2683361251177147
1996,25,Random Forest,0.2773395712290919
1997,30,Random Forest,0.08449236354822663
1998,35,Random Forest,0.3363042564032047
1999,40,Random Forest,0.1321771373345823
2000,45,Random Forest,0.09025362774694035
2001,50,Random Forest,0.06708477848471577
2002,55,Random Forest,0.09643074112022938
2003,60,Random Forest,0.04658856116089328
2004,65,Random Forest,0.25033877803971705
2005,70,Random Forest,0.12166701644816884
2006,75,Random Forest,0.1487909030906393
2007,80,Random Forest,0.09715954847870262
2008,85,Random Forest,0.11568540475684115
2009,90,Random Forest,0.08984602965348404
2010,95,Random Forest,0.06980739854120724
2011,100,Random Forest,0.11509280840639033
2012,105,Random Forest,0.10703016973596645
2013,110,Random Forest,0.13303430385437293
2014,115,Random Forest,0.08643410994422837
2015,120,Random Forest,0.045061868832904174
2016,20,Random Forest,0.36155479910204175
2017,25,Random Forest,0.4413293278273128
2018,30,Random Forest,0.2337224428095689
2019,35,Random Forest,0.20483186811470086
2020,40,Random Forest,0.10972413003204873
2021,45,Random Forest,0.11555700378203852
2022,50,Random Forest,0.10078970638274887
2023,55,Random Forest,0.05423477937362686
2024,60,Random Forest,0.3456797596133816
2025,65,Random Forest,0.21478190558917817
2026,70,Random Forest,0.1707304447488422
2027,75,Random Forest,0.12113159115262577
2028,80,Random Forest,0.10440240175689894
2029,85,Random Forest,0.1440780891550098
2030,90,Random Forest,0.12193679062025536
2031,95,Random Forest,0.0556576370067461
2032,100,Random Forest,0.13884846847059795
2033,105,Random Forest,0.08233160698632767
2034,110,Random Forest,0.09272263104979755
2035,115,Random Forest,0.09860273075818102
2036,120,Random Forest,0.09175997034239923
2037,20,Random Forest,0.513051567795249
2038,25,Random Forest,0.12244025867475494
2039,30,Random Forest,0.013119289500952433
2040,35,Random Forest,0.3293155082373675
2041,40,Random Forest,0.13028481075075557
2042,45,Random Forest,0.22775221267667842
2043,50,Random Forest,0.16962642061312655
2044,55,Random Forest,0.09416817121476057
2045,60,Random Forest,0.11082326414069636
2046,65,Random Forest,0.1368535921047685
2047,70,Random Forest,0.10683361190839143
2048,75,Random Forest,0.04849630447601528
2049,80,Random Forest,0.10807449946879923
2050,85,Random Forest,0.11983930982142474
2051,90,Random Forest,0.13753600584750456
2052,95,Random Forest,0.03973979288797415
2053,100,Random Forest,0.0683424090502515
2054,105,Random Forest,0.1087162543185712
2055,110,Random Forest,0.10773994326247069
2056,115,Random Forest,0.07757834013784728
2057,120,Random Forest,0.10390299030573523
2058,20,Random Forest,0.7662051189484924
2059,25,Random Forest,0.1956474373680494
2060,30,Random Forest,0.22283403514337827
2061,35,Random Forest,0.06354295080272261
2062,40,Random Forest,0.2790283181226637
2063,45,Random Forest,0.13784776198889057
2064,50,Random Forest,0.18032424257132362
2065,55,Random Forest,0.10218667257311327
2066,60,Random Forest,0.04703390341542188
2067,65,Random Forest,0.12690252706514704
2068,70,Random Forest,0.1701321347493486
2069,75,Random Forest,0.15558573671266404
2070,80,Random Forest,0.09745193305661606
2071,85,Random Forest,0.12682447784842146
2072,90,Random Forest,0.22837033872848755
2073,95,Random Forest,0.051014862126175065
2074,100,Random Forest,0.10064484172195867
2075,105,Random Forest,0.048941807724923896
2076,110,Random Forest,0.06229380500303933
2077,115,Random Forest,0.08731974715098886
2078,120,Random Forest,0.1199094439097092
2079,20,Random Forest,0.30838333474499424
2080,25,Random Forest,0.1192297500884277
2081,30,Random Forest,0.12651845447497986
2082,35,Random Forest,0.0723620271644476
2083,40,Random Forest,0.14104882391073156
2084,45,Random Forest,0.11245597644315342
2085,50,Random Forest,0.1902144554582478
2086,55,Random Forest,0.16251246582237086
2087,60,Random Forest,0.0836894485017507
2088,65,Random Forest,0.1321873909131188
2089,70,Random Forest,0.12209882806845589
2090,75,Random Forest,0.129933388030369
2091,80,Random Forest,0.061593933185279455
2092,85,Random Forest,0.12074066548119108
2093,90,Random Forest,0.08207342338402818
2094,95,Random Forest,0.09590591406948407
2095,100,Random Forest,0.1512375622226902
2096,105,Random Forest,0.13410134314372849
2097,110,Random Forest,0.17742959708597358
2098,115,Random Forest,0.13679873593702668
2099,120,Random Forest,0.09711898988350498
2100,20,Random Forest,0.40784282929629595
2101,25,Random Forest,0.3535157487216539
2102,30,Random Forest,0.07493164939524422
2103,35,Random Forest,0.31029288148631445
2104,40,Random Forest,0.1533738855817655
2105,45,Random Forest,0.1904150029695191
2106,50,Random Forest,0.12471350385287885
2107,55,Random Forest,0.12588052268980426
2108,60,Random Forest,0.10556094437010925
2109,65,Random Forest,0.08731595364251402
2110,70,Random Forest,0.14530902531364814
2111,75,Random Forest,0.0987379517795746
2112,80,Random Forest,0.1024198694686611
2113,85,Random Forest,0.10587935338886834
2114,90,Random Forest,0.049053182954902824
2115,95,Random Forest,0.07036446448467264
2116,100,Random Forest,0.15533041107921655
2117,105,Random Forest,0.08958723304141422
2118,110,Random Forest,0.094817311107768
2119,115,Random Forest,0.1286338856068882
2120,120,Random Forest,0.08952738086869234
2121,20,Random Forest,0.22958943817604457
2122,25,Random Forest,0.14324154414604728
2123,30,Random Forest,0.13605836759375609
2124,35,Random Forest,0.21196462568300573
2125,40,Random Forest,0.07326197733274707
2126,45,Random Forest,0.24542808410976566
2127,50,Random Forest,0.1300583722810081
2128,55,Random Forest,0.09869592071651563
2129,60,Random Forest,0.10353000726574207
2130,65,Random Forest,0.10854134924354332
2131,70,Random Forest,0.08939806349671388
2132,75,Random Forest,0.09780191254617977
2133,80,Random Forest,0.13739703898462574
2134,85,Random Forest,0.13079525656918617
2135,90,Random Forest,0.0844921566161968
2136,95,Random Forest,0.10377792652961056
2137,100,Random Forest,0.08467447945732196
2138,105,Random Forest,0.12226452591863357
2139,110,Random Forest,0.1408432858470285
2140,115,Random Forest,0.09103928553091754
2141,120,Random Forest,0.10899560444981511
2142,20,Random Forest,0.468427533701991
2143,25,Random Forest,0.2963035532410333
2144,30,Random Forest,0.28169612518405096
2145,35,Random Forest,0.09485220785543959
2146,40,Random Forest,0.2105574596799561
2147,45,Random Forest,0.1828800427015139
2148,50,Random Forest,0.17420477920258995
2149,55,Random Forest,0.152389163404632
2150,60,Random Forest,0.2010215739903873
2151,65,Random Forest,0.16778361700881897
2152,70,Random Forest,0.17491935029828412
2153,75,Random Forest,0.1282104120107896
2154,80,Random Forest,0.14350906127292223
2155,85,Random Forest,0.10867042833638547
2156,90,Random Forest,0.11162412651179432
2157,95,Random Forest,0.07387711243094107
2158,100,Random Forest,0.11785174746295149
2159,105,Random Forest,0.07840792993397556
2160,110,Random Forest,0.12971771647789146
2161,115,Random Forest,0.05242114194430831
2162,120,Random Forest,0.1607301639965649
2163,20,Random Forest,0.5237264326400037
2164,25,Random Forest,0.3191497353376069
2165,30,Random Forest,0.18917211772763023
2166,35,Random Forest,0.1092786035704122
2167,40,Random Forest,0.2184645154854986
2168,45,Random Forest,0.17479802553644913
2169,50,Random Forest,0.2566983901834322
2170,55,Random Forest,0.08821747700914426
2171,60,Random Forest,0.1054788018435533
2172,65,Random Forest,0.12880183187634722
2173,70,Random Forest,0.15083035916132678
2174,75,Random Forest,0.11068873562574555
2175,80,Random Forest,0.10045575543679361
2176,85,Random Forest,0.08489119314425127
2177,90,Random Forest,0.06376053097122786
2178,95,Random Forest,0.11084830642072337
2179,100,Random Forest,0.11685153076313663
2180,105,Random Forest,0.1664902989822319
2181,110,Random Forest,0.13974318255819565
2182,115,Random Forest,0.10672253006934707
2183,120,Random Forest,0.09704486407986229
2184,20,Random Forest,0.198964477388007
2185,25,Random Forest,0.16871862915877675
2186,30,Random Forest,0.0698512686723945
2187,35,Random Forest,0.05910466068017261
2188,40,Random Forest,0.17612878007364835
2189,45,Random Forest,0.07975042668207925
2190,50,Random Forest,0.09622075856966926
2191,55,Random Forest,0.0752679101251922
2192,60,Random Forest,0.06754841597892997
2193,65,Random Forest,0.1986195831499279
2194,70,Random Forest,0.09086585231214982
2195,75,Random Forest,0.14835129984053355
2196,80,Random Forest,0.17989579785484422
2197,85,Random Forest,0.07654407696226095
2198,90,Random Forest,0.08818419852644024
2199,95,Random Forest,0.06259757744883925
2200,100,Random Forest,0.23099950568879932
2201,105,Random Forest,0.09901755376693702
2202,110,Random Forest,0.08865456396119975
2203,115,Random Forest,0.0555090342624554
2204,120,Random Forest,0.0873537665292945
2205,20,Random Forest,0.43977166626274994
2206,25,Random Forest,0.08084999708342328
2207,30,Random Forest,0.1756361940404898
2208,35,Random Forest,0.25973373528673677
2209,40,Random Forest,0.25539775912124507
2210,45,Random Forest,0.16123884900098795
2211,50,Random Forest,0.2356069779471745
2212,55,Random Forest,0.1884865373628888
2213,60,Random Forest,0.14041922661676307
2214,65,Random Forest,0.17237294784610965
2215,70,Random Forest,0.12089209284489753
2216,75,Random Forest,0.10027970813743887
2217,80,Random Forest,0.11299566114862447
2218,85,Random Forest,0.08397678537973727
2219,90,Random Forest,0.1835393912424545
2220,95,Random Forest,0.13586351604229244
2221,100,Random Forest,0.106986741012955
2222,105,Random Forest,0.10457324848740718
2223,110,Random Forest,0.053373972882260715
2224,115,Random Forest,0.10774094685327441
2225,120,Random Forest,0.12503826570220608
2226,20,Random Forest,0.4500945546193075
2227,25,Random Forest,0.3696720468559989
2228,30,Random Forest,0.3194668407223686
2229,35,Random Forest,0.3960266033854448
2230,40,Random Forest,0.32464536855447335
2231,45,Random Forest,0.12231952068333524
2232,50,Random Forest,0.2467949975445573
2233,55,Random Forest,0.13857743674574838
2234,60,Random Forest,0.21220245496777038
2235,65,Random Forest,0.16498236988845097
2236,70,Random Forest,0.05932012354129939
2237,75,Random Forest,0.14575138351605527
2238,80,Random Forest,0.11730390828866025
2239,85,Random Forest,0.12464021106953259
2240,90,Random Forest,0.10100805854575835
2241,95,Random Forest,0.10276874062622894
2242,100,Random Forest,0.07170771025579384
2243,105,Random Forest,0.14910057121232553
2244,110,Random Forest,0.11943221088458036
2245,115,Random Forest,0.13040471997757255
2246,120,Random Forest,0.08760858370519908
2247,20,Random Forest,0.26235988045839
2248,25,Random Forest,0.16245930888547128
2249,30,Random Forest,0.33343914505998423
2250,35,Random Forest,0.2019280923479001
2251,40,Random Forest,0.2130604493313868
2252,45,Random Forest,0.25626705560269053
2253,50,Random Forest,0.16333046752215322
2254,55,Random Forest,0.12053759150293314
2255,60,Random Forest,0.07176635421429624
2256,65,Random Forest,0.12494488886824964
2257,70,Random Forest,0.07275173083997455
2258,75,Random Forest,0.1705324345363421
2259,80,Random Forest,0.13374823548186468
2260,85,Random Forest,0.1707282278248197
2261,90,Random Forest,0.0849943072180091
2262,95,Random Forest,0.08435874179909736
2263,100,Random Forest,0.06991440885580304
2264,105,Random Forest,0.06551835707899391
2265,110,Random Forest,0.08272116353421084
2266,115,Random Forest,0.12601718333288567
2267,120,Random Forest,0.13401646949357657
2268,20,Random Forest,0.9801409420611908
